2862,0,332.396,1033,1530.47,482.776,1019.75,1548.77,320.155,880.906,1547.03,465.135,873.069,1557.23,382.569,802.962,1460.71,392.426,693.035,1182.26,421.03,936.842,1348.52,446.131,991.593,1171.39,525.649,701.89,1361.46,229.937,878.26,1405.95,152.007,852.453,1272.61,107.165,823.319,1092.21,130.995,870.206,995.882,220.821,894.785,874.165,155.754,893.849,853.017,204.782,933.856,791.223,588.495,821.904,1417.33,688.801,772.972,1240.15,732.037,732.882,1128.93,731.845,818.35,974.87,669.945,820.033,881.367,754.762,823.588,873.514,721.576,861.785,815.693,292.913,866.674,921.6,596.634,851.431,951.2,377.284,665.088,959.833,489.847,654.155,955.977,242.454,835.963,742.709,290.261,790.113,452.26,292.699,742.533,320.815,290.598,697.209,81.4547,373.193,603.451,56.2145,330.86,861.159,70.8612,653.491,813.686,741.798,644.616,936.377,548.793,658.541,935.357,363.458,619.844,923.968,119.241,536.517,848.656,82.6116,590.589,1095.86,90.8564
2863,0,334.9,1033.83,1530.06,485.304,1020.54,1548.12,322.633,881.746,1546.69,467.629,873.861,1556.66,384.854,803.719,1460.28,393.423,694.147,1181.65,422.995,937.53,1347.88,447.202,992.37,1170.64,527.4,702.522,1360.25,232.066,879.18,1406.17,153.755,854.134,1272.88,108.35,825.997,1092.45,132.166,873.371,996.384,221.892,898.859,874.923,156.735,897.648,853.58,,,,590.73,822.423,1415.83,689.933,773.424,1238.09,732.552,733.279,1126.68,732.512,818.069,972.27,669.851,819.6,880.772,755.392,822.713,870.817,722.214,860.744,812.843,292.994,867.032,921.288,596.707,851.739,951.047,378.22,665.964,959.756,490.825,655.615,955.521,242.393,835.532,742.232,290.342,788.257,452.039,292.836,740.018,320.809,290.707,693.25,81.5851,373.457,599.595,56.4949,330.648,857.226,70.6317,652.947,813.813,739.714,642.546,935.078,545.905,658.201,938.505,361.058,622.071,935.853,115.779,539.425,861.682,75.2552,592.543,1108.75,93.7943
2864,0,337.541,1034.63,1529.64,487.972,1021.35,1547.46,325.295,882.547,1546.37,470.312,874.662,1556.1,387.382,804.442,1459.87,394.63,695.293,1181.05,425.155,938.216,1347.29,448.408,993.214,1169.98,529.365,703.155,1359.03,234.418,880.057,1406.48,155.708,855.842,1273.26,109.693,828.698,1092.83,133.409,876.522,996.993,222.918,902.868,875.695,157.658,901.358,854.228,,,,593.167,822.929,1414.33,691.212,773.913,1235.99,733.149,733.725,1124.37,733.218,817.915,969.65,669.832,819.506,880.636,756.08,822.011,868.123,722.923,859.94,809.992,293.119,867.5,921.051,596.724,851.812,951.011,379.287,666.986,959.685,491.934,657.273,955.032,242.422,835.215,741.794,290.485,786.504,451.851,293.025,737.587,320.825,290.855,689.307,81.7522,373.779,595.768,56.8361,330.439,853.319,70.3951,652.344,813.958,737.485,640.654,933.672,542.926,657.835,940.987,358.718,624.028,946.279,112.744,542.015,873.27,68.6867,594.235,1119.89,96.5134
2865,0,340.313,1035.37,1529.23,490.778,1022.15,1546.79,328.147,883.295,1546.06,473.187,875.462,1555.55,390.159,805.116,1459.48,396.059,696.463,1180.45,427.513,938.893,1346.76,449.75,994.129,1169.44,531.562,703.796,1357.78,236.997,880.875,1406.87,157.865,857.555,1273.77,111.188,831.396,1093.36,134.713,879.639,997.715,223.898,906.802,876.488,158.539,904.998,854.972,207.491,946.34,799.977,595.81,823.432,1412.82,692.664,774.436,1233.84,733.863,734.213,1122.01,733.97,817.898,967.038,,,,756.819,821.516,865.461,723.68,859.391,807.159,293.285,868.097,920.9,,,,380.472,668.166,959.623,493.16,659.126,954.504,242.491,835.024,741.393,290.681,784.878,451.7,293.259,735.261,320.871,291.04,685.392,81.9649,374.154,591.977,57.258,330.233,849.444,70.1459,651.712,814.178,735.157,638.968,932.206,539.901,657.417,942.779,356.397,625.63,955.058,110.076,544.196,883.143,62.9305,595.586,1129.14,98.7463
2866,0,343.216,1036.06,1528.82,493.722,1022.96,1546.1,331.19,883.976,1545.78,476.258,876.254,1555,393.189,805.728,1459.08,397.721,697.649,1179.84,430.065,939.557,1346.27,451.229,995.118,1169,534.011,704.45,1356.47,239.802,881.612,1407.36,160.223,859.249,1274.39,112.824,834.063,1094.02,136.072,882.701,998.55,224.832,910.647,877.304,159.382,908.572,855.805,,,,598.67,823.939,1411.31,694.313,774.987,1231.67,734.731,734.736,1119.64,734.779,818.03,964.457,674.673,818.51,867.049,757.601,821.263,862.852,724.461,859.107,804.362,293.486,868.847,920.842,,,,381.754,669.507,959.571,494.482,661.167,953.931,242.564,834.981,741.027,290.921,783.404,451.589,293.526,733.058,320.949,291.252,681.52,82.2333,374.569,588.228,57.7839,330.035,845.608,69.8786,651.098,814.529,732.78,637.497,930.728,536.869,656.923,943.861,354.052,626.807,962.04,107.718,545.902,891.059,58.0159,596.534,1136.38,100.215
2867,0,346.247,1036.67,1528.43,496.803,1023.75,1545.42,334.428,884.582,1545.51,479.526,877.031,1554.45,396.473,806.266,1458.69,399.621,698.84,1179.2,432.806,940.203,1345.82,452.841,996.183,1168.67,536.725,705.125,1355.11,242.83,882.248,1407.92,162.774,860.897,1275.13,114.595,836.674,1094.82,137.479,885.694,999.495,225.723,914.395,878.144,160.188,912.079,856.721,208.449,954.271,801.813,601.751,824.461,1409.78,696.178,775.568,1229.49,735.788,735.294,1117.24,735.656,818.325,961.922,675.177,819.112,867.142,758.422,821.282,860.306,725.238,859.086,801.627,293.719,869.776,920.881,,,,383.108,671.011,959.531,495.875,663.382,953.306,242.623,835.118,740.698,291.195,782.112,451.518,293.813,730.998,321.066,291.477,677.707,82.5689,374.997,584.524,58.4406,329.85,841.818,69.5881,650.558,815.066,730.404,636.239,929.29,533.864,656.34,944.235,351.654,627.522,967.14,105.635,547.095,896.847,53.977,597.05,1141.6,100.671
2868,0,349.403,1037.21,1528.06,500.017,1024.53,1544.75,337.857,885.112,1545.28,482.986,877.792,1553.92,400.007,806.722,1458.29,401.759,700.024,1178.52,435.728,940.825,1345.42,454.58,997.325,1168.45,539.711,705.825,1353.67,246.07,882.764,1408.54,165.507,862.469,1275.96,116.489,839.208,1095.75,138.932,888.602,1000.54,226.574,918.036,879.006,160.953,915.519,857.716,,,,605.055,825.006,1408.22,698.273,776.183,1227.28,737.066,735.896,1114.82,736.615,818.795,959.438,675.457,819.443,867.187,759.277,821.595,857.825,725.979,859.307,798.995,293.988,870.906,921.02,,,,384.508,672.672,959.505,497.314,665.753,952.627,242.668,835.473,740.415,291.495,781.03,451.491,294.098,729.097,321.234,291.688,673.969,82.9862,375.393,580.862,59.2574,329.684,838.077,69.2709,650.142,815.84,728.079,635.181,927.966,530.935,655.662,943.947,349.202,627.779,970.359,103.816,547.776,900.449,50.838,597.16,1144.83,99.9535
2869,0,352.682,1037.68,1527.73,503.358,1025.3,1544.12,341.472,885.57,1545.09,486.632,878.54,1553.43,403.785,807.094,1457.88,404.129,701.189,1177.81,438.819,941.425,1345.07,456.445,998.544,1168.33,542.968,706.559,1352.16,249.508,883.149,1409.22,168.409,863.927,1276.88,118.501,841.644,1096.78,140.429,891.418,1001.69,227.389,921.563,879.891,161.676,918.888,858.793,,,,608.577,825.584,1406.62,700.603,776.842,1225.07,738.586,736.56,1112.38,737.671,819.451,957.005,675.528,819.527,867.197,760.167,822.214,855.399,726.651,859.729,796.53,294.301,872.254,921.263,601.221,873.32,940.73,385.922,674.479,959.496,498.773,668.253,951.901,242.717,836.083,740.193,291.813,780.183,451.513,294.361,727.369,321.464,291.848,670.32,83.5006,375.702,577.234,60.2624,329.546,834.385,68.9268,649.875,816.901,725.856,634.311,926.849,528.147,654.902,943.111,346.741,627.627,971.807,102.269,547.99,901.955,48.5873,596.949,1146.25,98.0526
2870,0,356.079,1038.1,1527.47,506.82,1026.08,1543.54,345.262,885.972,1544.96,490.452,879.286,1553,407.795,807.389,1457.49,406.716,702.328,1177.05,442.068,942.005,1344.77,458.433,999.837,1168.33,546.487,707.331,1350.57,253.124,883.396,1409.97,171.465,865.238,1277.88,120.624,843.967,1097.91,141.972,894.133,1002.94,228.169,924.972,880.802,162.355,922.179,859.961,209.555,965.627,805.263,612.302,826.204,1404.99,703.16,777.564,1222.84,740.359,737.313,1109.93,738.834,820.305,954.619,,,,761.092,823.142,853.016,727.227,860.286,794.317,294.677,873.83,921.614,601.234,873.404,940.688,387.321,676.416,959.513,500.229,670.844,951.145,242.805,836.979,740.049,292.148,779.591,451.592,294.586,725.819,321.77,291.921,666.772,84.1262,375.866,573.629,61.4798,329.447,830.74,68.5579,649.75,818.292,723.788,633.617,926.05,525.585,654.101,941.923,344.36,627.158,971.703,101.004,547.824,901.618,47.1579,596.547,1146.13,95.1561
2871,0,359.588,1038.49,1527.3,510.394,1026.86,1543.05,349.211,886.339,1544.93,494.43,880.046,1552.66,412.016,807.629,1457.14,409.499,703.438,1176.29,445.46,942.574,1344.55,460.544,1001.2,1168.44,550.245,708.146,1348.93,256.896,883.51,1410.78,174.654,866.373,1278.95,122.853,846.163,1099.14,143.568,896.739,1004.28,228.916,928.26,881.743,162.987,925.383,861.228,209.555,965.633,805.265,616.212,826.874,1403.34,705.929,778.371,1220.63,742.382,738.188,1107.46,740.114,821.365,952.276,681.503,825.897,859.774,762.058,824.366,850.664,727.687,860.892,792.452,295.143,875.629,922.074,601.238,873.427,940.676,388.672,678.457,959.569,501.662,673.482,950.391,242.979,838.184,739.994,292.507,779.261,451.735,294.776,724.446,322.157,291.885,663.333,84.8737,375.845,570.038,62.9257,329.392,827.137,68.1684,649.736,820.041,721.938,633.102,925.684,523.35,653.328,940.652,342.182,626.497,970.353,100.019,547.399,899.821,46.4288,596.097,1144.81,91.6403
2872,0,363.199,1038.88,1527.26,514.071,1027.67,1542.69,353.299,886.696,1545.03,498.548,880.836,1552.44,416.422,807.849,1456.87,412.448,704.525,1175.55,448.977,943.145,1344.44,462.782,1002.63,1168.67,554.214,709.007,1347.29,260.799,883.507,1411.67,177.952,867.309,1280.11,125.183,848.222,1100.46,145.223,899.225,1005.71,229.628,931.423,882.727,163.57,928.48,862.608,,,,620.28,827.603,1401.7,708.879,779.292,1218.43,744.634,739.225,1105.01,741.515,822.636,949.981,,,,763.069,825.868,848.342,728.021,861.445,791.03,295.726,877.642,922.64,,,,389.947,680.574,959.684,503.043,676.123,949.685,243.285,839.706,740.037,292.911,779.188,451.944,294.944,723.236,322.629,291.736,660.007,85.7507,375.628,566.462,64.6065,329.38,823.57,67.7626,649.796,822.156,720.376,632.787,925.854,521.541,652.677,939.611,340.34,625.778,968.101,99.2954,546.849,896.997,46.2466,595.706,1142.68,87.9741
2873,0,366.903,1039.28,1527.37,517.84,1028.53,1542.48,357.503,887.068,1545.28,502.783,881.667,1552.37,420.973,808.092,1456.71,415.53,705.603,1174.87,452.598,943.734,1344.46,465.153,1004.12,1169.05,558.352,709.917,1345.69,264.802,883.417,1412.63,181.331,868.038,1281.36,127.609,850.135,1101.88,146.94,901.585,1007.25,230.304,934.457,883.767,164.1,931.449,864.107,209.929,978.708,810.447,624.472,828.397,1400.11,711.973,780.357,1216.29,747.084,740.459,1102.58,743.035,824.12,947.751,,,,764.132,827.623,846.064,728.227,861.851,790.116,296.447,879.853,923.306,,,,391.12,682.737,959.88,504.342,678.73,949.084,243.765,841.54,740.175,293.384,779.348,452.221,295.118,722.165,323.183,291.487,656.79,86.7603,375.234,562.907,66.5163,329.407,820.033,67.345,649.908,824.616,719.177,632.7,926.628,520.23,652.241,939.088,338.937,625.117,965.261,98.7961,546.302,893.539,46.4506,595.416,1140.07,84.5685
2874,0,370.687,1039.72,1527.64,521.689,1029.43,1542.41,361.795,887.47,1545.68,507.109,882.542,1552.45,425.626,808.407,1456.68,418.704,706.692,1174.32,456.295,944.361,1344.64,467.663,1005.67,1169.58,562.61,710.875,1344.2,268.875,883.283,1413.69,184.764,868.566,1282.71,130.119,851.897,1103.42,148.716,903.814,1008.91,230.939,937.355,884.878,164.575,934.267,865.732,209.836,980.337,811.324,628.742,829.264,1398.6,715.168,781.595,1214.25,749.687,741.915,1100.23,744.668,825.816,945.616,688.716,835.504,856.272,765.255,829.607,843.863,728.319,862.056,789.696,297.322,882.243,924.057,,,,392.17,684.922,960.18,505.522,681.283,948.644,244.448,843.662,740.4,293.955,779.705,452.562,295.322,721.2,323.813,291.167,653.671,87.8995,374.706,559.387,68.6386,329.464,816.522,66.9203,650.081,827.357,718.408,632.867,928.027,519.443,652.088,939.266,338.015,624.595,962.075,98.4682,545.851,889.74,46.8919,595.22,1137.26,81.6614
2875,0,374.538,1040.19,1528.07,525.603,1030.38,1542.49,366.148,887.912,1546.22,511.498,883.455,1552.65,430.331,808.826,1456.82,421.931,707.815,1173.93,460.04,945.044,1344.98,470.316,1007.26,1170.26,566.933,711.878,1342.89,272.992,883.155,1414.84,188.226,868.916,1284.17,132.698,853.506,1105.07,150.541,905.906,1010.69,231.529,940.112,886.076,164.999,936.914,867.483,209.718,982.124,812.318,633.045,830.205,1397.24,718.419,783.026,1212.35,752.398,743.606,1098,746.402,827.719,943.616,688.711,835.498,856.265,766.451,831.8,841.786,728.339,862.105,789.6,298.361,884.783,924.873,606.621,891.681,935.088,393.088,687.117,960.594,506.56,683.775,948.414,245.347,846.04,740.697,294.644,780.212,452.96,295.579,720.31,324.512,290.815,650.639,89.1587,374.099,555.913,70.9482,329.542,813.033,66.4926,650.359,830.282,718.106,633.296,930.014,519.141,652.24,940.158,337.524,624.251,958.697,98.2508,545.552,885.79,47.4459,595.107,1134.4,79.3109
2876,0,378.439,1040.71,1528.62,529.565,1031.34,1542.68,370.535,888.396,1546.88,515.92,884.394,1552.95,435.037,809.362,1457.1,425.172,708.998,1173.72,463.804,945.794,1345.48,473.108,1008.89,1171.08,571.264,712.921,1341.81,277.127,883.082,1416.09,191.697,869.128,1285.76,135.326,854.959,1106.86,152.399,907.862,1012.61,232.072,942.722,887.375,165.377,939.372,869.355,209.586,983.847,813.311,637.336,831.218,1396.04,721.688,784.659,1210.62,755.176,745.524,1095.94,748.224,829.825,941.798,,,,767.732,834.192,839.888,,,,299.571,887.441,925.728,607.589,892.872,935.564,393.884,689.319,961.116,507.453,686.215,948.416,246.459,848.638,741.049,295.465,780.823,453.402,295.896,719.466,325.271,290.469,647.676,90.5242,373.467,552.493,73.4183,329.638,809.566,66.0655,650.803,833.279,718.248,633.967,932.478,519.227,652.671,941.6,337.348,624.091,955.209,98.0851,545.418,881.792,48.0172,595.075,1131.57,77.4655
2877,0,382.374,1041.26,1529.28,533.556,1032.32,1542.94,374.928,888.921,1547.61,520.347,885.343,1553.32,439.697,809.998,1457.51,428.394,710.261,1173.7,467.563,946.616,1346.11,476.029,1010.54,1172.02,575.551,713.997,1340.97,281.262,883.103,1417.42,195.166,869.261,1287.48,137.975,856.256,1108.79,154.27,909.679,1014.66,232.566,945.179,888.783,165.715,941.631,871.339,209.461,985.277,814.169,641.58,832.293,1395.06,724.945,786.485,1209.1,757.988,747.644,1094.09,750.12,832.125,940.207,689.926,837.857,848.354,769.103,836.782,838.221,,,,300.951,890.18,926.594,608.904,894.417,936.15,394.586,691.53,961.722,508.228,688.62,948.632,247.761,851.421,741.437,296.41,781.504,453.87,296.274,718.655,326.081,290.16,644.766,91.9819,372.857,549.131,76.0271,329.75,806.123,65.642,651.465,836.243,718.74,634.835,935.232,519.557,653.326,943.314,337.335,624.102,951.646,97.9234,545.437,877.795,48.5413,595.124,1128.74,76.0318
2878,0,386.318,1041.85,1530,537.555,1033.29,1543.27,379.306,889.481,1548.4,524.753,886.293,1553.72,444.272,810.703,1458.01,431.58,711.622,1173.83,471.299,947.506,1346.82,479.054,1012.21,1173.07,579.749,715.102,1340.37,285.385,883.243,1418.81,198.631,869.377,1289.3,140.619,857.402,1110.84,156.126,911.356,1016.84,233.014,947.482,890.297,166.017,943.687,873.419,209.367,986.244,814.77,645.749,833.415,1394.29,728.178,788.473,1207.81,760.82,749.922,1092.48,752.075,834.615,938.882,690.916,839.498,847.988,770.566,839.58,836.826,,,,302.499,892.961,927.457,610.549,896.281,936.798,395.25,693.752,962.37,508.948,691.006,949.009,249.223,854.357,741.844,297.456,782.238,454.352,296.705,717.879,326.936,289.905,641.896,93.5219,372.307,545.832,78.7628,329.877,802.709,65.224,652.357,839.102,719.422,635.841,938.035,519.969,654.137,944.994,337.35,624.252,948.024,97.7364,545.577,873.823,48.9823,595.247,1125.88,74.9086
2879,0,390.249,1042.46,1530.78,541.537,1034.26,1543.64,383.646,890.073,1549.23,529.116,887.242,1554.15,448.739,811.438,1458.56,434.725,713.088,1174.09,474.999,948.453,1347.58,482.148,1013.86,1174.17,583.829,716.236,1339.97,289.484,883.506,1420.24,202.092,869.543,1291.2,143.231,858.404,1113,157.94,912.89,1019.11,233.419,949.628,891.904,166.293,945.544,875.575,209.318,986.701,815.064,649.831,834.569,1393.74,731.388,790.577,1206.74,763.671,752.306,1091.14,754.079,837.287,937.846,692.188,841.725,847.694,772.116,842.605,835.732,735.231,879.729,777.297,304.201,895.741,928.316,612.474,898.401,937.446,395.948,695.976,963.016,509.694,693.389,949.468,250.807,857.411,742.262,298.564,783.037,454.835,297.175,717.163,327.829,289.71,639.064,95.1414,371.84,542.602,81.6259,330.018,799.327,64.8107,653.446,841.817,720.105,636.929,940.636,520.314,655.035,946.379,337.294,624.496,944.359,97.5152,545.796,869.886,49.3289,595.433,1122.98,74.0032
2880,0,394.138,1043.09,1531.6,545.477,1035.24,1544.04,387.93,890.695,1550.08,533.419,888.196,1554.59,453.089,812.176,1459.14,437.838,714.657,1174.41,478.66,949.446,1348.38,485.269,1015.5,1175.32,587.783,717.401,1339.73,293.549,883.88,1421.67,205.545,869.815,1293.14,145.791,859.272,1115.22,159.683,914.274,1021.43,233.79,951.62,893.58,166.55,947.213,877.776,209.306,986.807,815.133,653.823,835.742,1393.4,734.585,792.737,1205.9,766.549,754.745,1090.05,756.125,840.135,937.113,693.701,844.51,847.554,773.739,845.875,834.95,736.671,881.306,776.528,306.034,898.469,929.185,614.599,900.706,938.025,396.762,698.181,963.625,510.559,695.77,949.932,252.478,860.543,742.694,299.692,783.934,455.318,297.672,716.548,328.756,289.572,636.28,96.8454,371.464,539.451,84.6285,330.17,795.98,64.3992,654.668,844.358,720.626,638.052,942.828,520.486,655.951,947.287,337.109,624.782,940.667,97.2691,546.049,865.986,49.587,595.655,1119.99,73.24
2881,0,397.96,1043.76,1532.45,549.348,1036.23,1544.49,392.142,891.349,1550.96,537.647,889.17,1555.08,457.329,812.909,1459.72,440.94,716.32,1174.77,482.281,950.476,1349.18,488.376,1017.09,1176.48,591.619,718.601,1339.59,297.57,884.346,1423.08,208.984,870.23,1295.07,148.288,860.024,1117.48,161.333,915.505,1023.75,234.137,953.464,895.296,166.8,948.709,879.989,,,,657.733,836.927,1393.24,737.789,794.892,1205.25,769.472,757.193,1089.2,758.207,843.148,936.679,695.39,847.766,847.616,775.42,849.402,834.48,738.355,883.493,775.801,307.969,901.096,930.089,616.831,903.123,938.482,397.77,700.339,964.17,511.626,698.141,950.344,254.19,863.704,743.159,300.798,784.986,455.805,298.176,716.078,329.717,289.482,633.565,98.6448,371.173,536.396,87.7924,330.333,792.67,63.985,655.951,846.701,720.887,639.172,944.488,520.43,656.824,947.62,336.78,625.064,936.962,97.0179,546.295,862.117,49.772,595.882,1116.91,72.5637
2882,0,401.691,1044.45,1533.34,553.128,1037.26,1545,396.27,892.037,1551.87,541.789,890.183,1555.61,461.473,813.653,1460.31,444.057,718.06,1175.15,485.863,951.539,1349.99,491.43,1018.65,1177.65,595.362,719.84,1339.52,301.538,884.88,1424.43,212.395,870.801,1296.96,150.717,860.681,1119.71,162.881,916.587,1026.04,234.471,955.169,897.016,167.053,950.049,882.178,207.057,997.691,825.327,661.57,838.126,1393.23,741.02,796.987,1204.8,772.458,759.623,1088.55,760.325,846.314,936.532,697.197,851.383,847.899,777.138,853.19,834.311,740.129,886.318,775.302,309.97,903.564,931.059,619.087,905.586,938.79,399.032,702.418,964.646,512.953,700.479,950.675,255.893,866.837,743.69,301.843,786.259,456.309,298.66,715.804,330.719,289.425,630.944,100.555,370.944,533.461,91.1463,330.501,789.399,63.5634,657.244,848.815,720.869,640.264,945.58,520.154,657.613,947.359,336.326,625.307,933.252,96.7813,546.505,858.271,49.9039,596.089,1113.72,71.9391
2883,0,405.313,1045.17,1534.27,556.796,1038.35,1545.59,400.303,892.766,1552.82,545.836,891.251,1556.21,465.535,814.437,1460.91,447.215,719.854,1175.55,489.404,952.64,1350.83,494.405,1020.16,1178.81,599.046,721.123,1339.52,305.439,885.461,1425.72,215.772,871.507,1298.76,153.087,861.27,1121.89,164.326,917.529,1028.24,234.803,956.746,898.706,167.317,951.25,884.308,207.056,997.694,825.33,665.348,839.351,1393.35,744.293,798.987,1204.51,775.52,762.021,1088.1,762.481,849.616,936.649,699.07,855.269,848.411,778.873,857.225,834.425,741.85,889.766,775.181,312.008,905.821,932.123,621.302,908.046,938.95,400.582,704.387,965.059,514.568,702.752,950.931,257.53,869.88,744.33,302.795,787.821,456.853,299.091,715.775,331.766,289.387,628.441,102.591,370.753,530.674,94.7223,330.665,786.167,63.1314,658.522,850.684,720.627,641.311,946.137,519.706,658.305,946.55,335.783,625.495,929.537,96.5718,546.666,854.437,50.0031,596.263,1110.41,71.348
2884,0,408.812,1045.95,1535.25,560.337,1039.51,1546.26,404.235,893.543,1553.81,549.782,892.392,1556.9,469.53,815.295,1461.55,450.44,721.677,1175.99,492.901,953.786,1351.7,497.286,1021.65,1179.97,602.703,722.456,1339.57,309.263,886.072,1426.92,219.112,872.304,1300.45,155.413,861.823,1123.98,165.69,918.353,1030.32,235.139,958.209,900.337,167.602,952.327,886.352,,,,669.077,840.626,1393.58,747.617,800.88,1204.4,778.667,764.393,1087.8,764.677,853.035,937.005,700.975,859.35,849.153,780.611,861.481,834.802,743.435,893.782,775.522,314.052,907.818,933.303,623.436,910.462,938.985,402.421,706.22,965.426,516.465,704.924,951.144,259.05,872.776,745.123,303.624,789.738,457.464,299.437,716.036,332.862,289.349,626.073,104.77,370.573,528.056,98.5537,330.81,782.972,62.6888,659.791,852.31,720.26,642.308,946.223,519.157,658.911,945.281,335.196,625.632,925.815,96.3925,546.781,850.607,50.0868,596.403,1107,70.7844
2885,0,412.179,1046.78,1536.3,563.744,1040.76,1547.04,408.059,894.376,1554.84,553.622,893.618,1557.66,473.466,816.257,1462.23,453.757,723.501,1176.46,496.344,954.989,1352.6,500.073,1023.14,1181.12,606.358,723.846,1339.72,313.001,886.704,1428.04,222.418,873.135,1302.03,157.716,862.366,1125.95,167.003,919.084,1032.28,235.488,959.57,901.889,167.915,953.292,888.294,206.369,1003.03,832.913,672.761,841.983,1393.91,750.99,802.681,1204.45,781.898,766.758,1087.66,766.914,856.555,937.575,702.892,863.574,850.12,782.337,865.919,835.42,744.85,898.293,776.35,316.078,909.525,934.606,625.461,912.801,938.927,404.523,707.898,965.77,518.609,706.965,951.36,260.412,875.481,746.106,304.3,792.059,458.161,299.673,716.628,334.007,289.292,623.851,107.106,370.377,525.621,102.672,330.922,779.812,62.24,661.072,853.713,719.874,643.264,945.91,518.578,659.458,943.654,334.607,625.739,922.079,96.2402,546.866,846.774,50.167,596.521,1103.48,70.2512
2886,0,415.41,1047.68,1537.4,567.009,1042.1,1547.9,411.77,895.271,1555.91,557.35,894.937,1558.51,477.346,817.342,1462.98,457.187,725.296,1176.98,499.721,956.257,1353.55,502.773,1024.68,1182.24,610.026,725.306,1340,316.646,887.352,1429.07,225.689,873.952,1303.49,160.019,862.923,1127.81,168.309,919.753,1034.12,235.856,960.84,903.345,168.258,954.154,890.123,206.273,1003.6,833.801,676.403,843.458,1394.34,754.404,804.426,1204.66,785.21,769.144,1087.67,769.19,860.158,938.341,704.812,867.902,851.309,784.046,870.494,836.264,746.086,903.219,777.665,318.061,910.927,936.034,627.36,915.036,938.807,406.843,709.406,966.108,520.948,708.851,951.626,261.593,877.968,747.301,304.789,794.814,458.951,299.773,717.58,335.198,289.192,621.778,109.612,370.137,523.376,107.102,330.989,776.677,61.7916,662.379,854.915,719.553,644.191,945.262,518.024,659.978,941.758,334.049,625.84,918.319,96.1086,546.942,842.931,50.2505,596.627,1099.86,69.7553
2887,0,418.503,1048.66,1538.55,570.132,1043.54,1548.85,415.365,896.233,1557.01,560.962,896.352,1559.42,481.167,818.559,1463.79,460.749,727.036,1177.57,503.019,957.601,1354.52,505.398,1026.27,1183.34,613.715,726.857,1340.44,320.197,888.016,1430.03,228.923,874.719,1304.84,162.346,863.506,1129.54,169.653,920.385,1035.83,236.25,962.027,904.698,168.635,954.923,891.84,206.123,1004.27,834.821,680,845.087,1394.88,757.845,806.171,1205.05,788.597,771.581,1087.85,771.5,863.831,939.289,706.728,872.291,852.711,785.734,875.154,837.318,747.154,908.48,779.452,319.992,912.02,937.574,629.126,917.146,938.651,409.332,710.738,966.448,523.428,710.566,951.974,262.585,880.229,748.705,305.056,798.014,459.822,299.722,718.91,336.433,289.027,619.854,112.298,369.819,521.321,111.866,331.011,773.555,61.3512,663.708,855.923,719.338,645.101,944.324,517.529,660.492,939.657,333.542,625.956,914.528,95.9922,547.029,839.071,50.3395,596.734,1096.16,69.3045
2888,0,421.459,1049.71,1539.73,573.111,1045.08,1549.87,418.838,897.27,1558.13,564.451,897.865,1560.37,484.917,819.904,1464.67,464.456,728.695,1178.25,506.222,959.023,1355.52,507.956,1027.94,1184.37,617.433,728.521,1341.06,323.65,888.697,1430.95,232.117,875.418,1306.11,164.713,864.118,1131.17,171.076,921.004,1037.45,236.676,963.136,905.942,169.045,955.607,893.452,205.92,1004.99,835.904,683.543,846.905,1395.53,761.3,807.978,1205.6,792.056,774.101,1088.2,773.837,867.561,940.41,708.629,876.697,854.318,787.401,879.856,838.568,748.076,913.992,781.675,321.867,912.812,939.203,630.757,919.112,938.473,411.937,711.896,966.783,525.998,712.101,952.423,263.396,882.278,750.292,305.066,801.656,460.744,299.514,720.632,337.703,288.772,618.081,115.173,369.388,519.452,116.973,331.001,770.433,60.9259,665.033,856.724,719.227,645.989,943.125,517.102,661.008,937.383,333.093,626.098,910.699,95.8891,547.138,835.192,50.4345,596.851,1092.38,68.9032
2889,0,424.276,1050.86,1540.93,575.947,1046.71,1550.92,422.184,898.386,1559.24,567.809,899.473,1561.36,488.585,821.37,1465.62,468.321,730.256,1179.03,509.318,960.526,1356.51,510.449,1029.66,1185.34,621.187,730.32,1341.88,327.008,889.392,1431.82,235.269,876.048,1307.31,167.133,864.749,1132.69,172.601,921.622,1038.97,237.138,964.171,907.075,169.488,956.211,894.964,205.679,1005.72,836.994,687.02,848.938,1396.31,764.762,809.908,1206.32,795.586,776.729,1088.74,776.194,871.342,941.701,710.51,881.078,856.121,789.054,884.567,839.999,748.894,919.658,784.27,323.688,913.318,940.894,632.255,920.919,938.279,414.613,712.886,967.096,528.618,713.449,952.966,264.042,884.138,752.018,304.802,805.728,461.667,299.159,722.752,339.001,288.412,616.47,118.237,368.808,517.771,122.42,330.98,767.309,60.5239,666.316,857.289,719.194,646.842,941.682,516.735,661.518,934.949,332.705,626.263,906.833,95.8005,547.269,831.292,50.5363,596.979,1088.54,68.5501
